order_id,month,customer_familiarity,acquisition_channel,units
100,2025-11,familiar,repeat_purchase,1
101,2025-11,familiar,tiktok_creator,1
102,2025-11,familiar,repeat_purchase,1
103,2025-11,new,tiktok_creator,1
104,2025-11,new,tiktok_creator,1
105,2025-11,new,tiktok_creator,1
106,2025-11,new,tiktok_creator,1
107,2025-11,new,repeat_purchase,2
108,2025-11,familiar,search,1
109,2025-11,familiar,referral,2
110,2025-11,familiar,referral,1
111,2025-11,familiar,tiktok_creator,1
112,2025-11,familiar,tiktok_creator,1
113,2025-11,new,search,1
114,2025-11,familiar,tiktok_creator,3
115,2025-11,familiar,search,2
116,2025-11,familiar,repeat_purchase,1
117,2025-11,familiar,tiktok_creator,1
118,2025-11,new,tiktok_creator,1
119,2025-11,familiar,search,2
120,2025-11,familiar,search,1
121,2025-11,familiar,tiktok_creator,1
122,2025-11,new,tiktok_creator,1
123,2025-11,familiar,referral,1
124,2025-11,familiar,repeat_purchase,1
125,2025-11,new,tiktok_creator,1
126,2025-11,new,repeat_purchase,1
127,2025-11,new,search,1
128,2025-11,familiar,repeat_purchase,1
129,2025-11,new,repeat_purchase,1
130,2025-11,familiar,tiktok_creator,2
131,2025-11,familiar,tiktok_creator,1
132,2025-11,familiar,tiktok_creator,1
133,2025-11,familiar,search,1
134,2025-11,new,tiktok_creator,2
135,2025-11,familiar,tiktok_creator,3
136,2025-11,familiar,search,2
137,2025-11,new,repeat_purchase,1
138,2025-11,familiar,tiktok_creator,2
139,2025-11,new,tiktok_creator,1
140,2025-11,familiar,tiktok_creator,2
141,2025-11,familiar,tiktok_creator,1
142,2025-11,new,tiktok_creator,2
143,2025-11,new,referral,1
144,2025-11,familiar,repeat_purchase,2
145,2025-11,familiar,repeat_purchase,1
146,2025-11,new,tiktok_creator,1
147,2025-11,familiar,referral,2
148,2025-11,new,search,1
149,2025-11,new,search,3
150,2025-11,familiar,tiktok_creator,1
151,2025-11,new,referral,1
152,2025-11,new,tiktok_creator,1
153,2025-11,familiar,search,2
154,2025-11,familiar,search,1
155,2025-11,familiar,search,1
156,2025-11,familiar,referral,2
157,2025-11,new,tiktok_creator,1
158,2025-11,familiar,tiktok_creator,1
159,2025-11,new,tiktok_creator,1
160,2025-11,familiar,referral,1
161,2025-11,new,tiktok_creator,1
162,2025-11,new,tiktok_creator,1
163,2025-11,familiar,search,1
164,2025-11,familiar,repeat_purchase,1
165,2025-11,familiar,search,2
166,2025-11,familiar,search,1
167,2025-11,new,tiktok_creator,1
168,2025-11,familiar,repeat_purchase,1
169,2025-11,familiar,repeat_purchase,1
170,2025-11,familiar,search,1
171,2025-11,new,referral,1
172,2025-11,new,tiktok_creator,1
173,2025-11,new,search,1
174,2025-11,familiar,repeat_purchase,1
175,2025-11,new,tiktok_creator,1
176,2025-11,new,repeat_purchase,3
177,2025-11,familiar,search,1
178,2025-11,familiar,search,1
179,2025-11,new,tiktok_creator,1
180,2025-11,new,tiktok_creator,2
181,2025-12,familiar,search,2
182,2025-12,familiar,tiktok_creator,1
183,2025-12,new,tiktok_creator,2
184,2025-12,new,tiktok_creator,1
185,2025-12,new,referral,1
186,2025-12,new,tiktok_creator,1
187,2025-12,familiar,search,1
188,2025-12,new,referral,1
189,2025-12,familiar,referral,2
190,2025-12,new,tiktok_creator,1
191,2025-12,new,referral,1
192,2025-12,familiar,repeat_purchase,1
193,2025-12,familiar,search,2
194,2025-12,new,tiktok_creator,1
195,2025-12,new,tiktok_creator,2
196,2025-12,familiar,tiktok_creator,1
197,2025-12,new,tiktok_creator,2
198,2025-12,new,tiktok_creator,1
199,2025-12,new,tiktok_creator,1
200,2025-12,familiar,repeat_purchase,1
201,2025-12,new,search,2
202,2025-12,familiar,repeat_purchase,2
203,2025-12,familiar,tiktok_creator,1
204,2025-12,new,tiktok_creator,1
205,2025-12,familiar,repeat_purchase,1
206,2025-12,familiar,repeat_purchase,1
207,2025-12,new,tiktok_creator,2
208,2025-12,new,repeat_purchase,1
209,2025-12,familiar,search,2
210,2025-12,new,tiktok_creator,2
211,2025-12,familiar,repeat_purchase,1
212,2025-12,new,tiktok_creator,1
213,2025-12,familiar,repeat_purchase,2
214,2025-12,familiar,repeat_purchase,2
215,2025-12,new,tiktok_creator,1
216,2025-12,familiar,tiktok_creator,1
217,2025-12,familiar,tiktok_creator,1
218,2025-12,familiar,referral,1
219,2025-12,familiar,search,2
220,2025-12,new,tiktok_creator,1
221,2025-12,new,referral,1
222,2025-12,new,tiktok_creator,1
223,2025-12,familiar,repeat_purchase,1
224,2025-12,new,tiktok_creator,1
225,2025-12,familiar,repeat_purchase,1
226,2025-12,new,referral,1
227,2025-12,new,tiktok_creator,1
228,2025-12,new,tiktok_creator,1
229,2025-12,familiar,search,1
230,2025-12,familiar,repeat_purchase,1
231,2025-12,new,referral,1
232,2025-12,new,referral,1
233,2025-12,familiar,search,1
234,2025-12,new,tiktok_creator,1
235,2025-12,new,referral,1
236,2025-12,familiar,repeat_purchase,2
237,2025-12,new,tiktok_creator,3
238,2025-12,familiar,repeat_purchase,2
239,2025-12,familiar,tiktok_creator,1
240,2025-12,new,tiktok_creator,3
241,2025-12,familiar,search,1
242,2025-12,familiar,tiktok_creator,1
243,2025-12,new,tiktok_creator,1
244,2025-12,familiar,search,1
245,2025-12,new,tiktok_creator,1
246,2025-12,familiar,tiktok_creator,1
247,2025-12,new,tiktok_creator,1
248,2025-12,new,referral,1
249,2025-12,familiar,search,1
250,2025-12,new,search,2
251,2025-12,new,tiktok_creator,1
252,2025-12,new,search,1
253,2025-12,new,repeat_purchase,1
254,2025-12,new,search,1
255,2025-12,new,tiktok_creator,2
256,2025-12,new,tiktok_creator,1
257,2025-12,new,tiktok_creator,1
258,2025-12,familiar,search,2
259,2025-12,new,referral,1
260,2025-12,new,search,2
261,2025-12,new,referral,1
262,2025-12,familiar,repeat_purchase,1
263,2025-12,familiar,search,2
264,2025-12,familiar,tiktok_creator,1
265,2025-12,new,tiktok_creator,1
266,2025-12,new,tiktok_creator,1
267,2025-12,familiar,repeat_purchase,1
268,2025-12,new,referral,1
269,2025-12,new,tiktok_creator,1
270,2025-12,new,tiktok_creator,3
271,2025-12,new,tiktok_creator,3
272,2025-12,familiar,tiktok_creator,2
273,2025-12,familiar,search,1
274,2025-12,new,tiktok_creator,1
275,2025-12,new,tiktok_creator,2
276,2025-12,new,tiktok_creator,1
277,2025-12,familiar,search,1
278,2025-12,familiar,search,1
279,2025-12,familiar,search,2
280,2025-12,familiar,search,1
281,2025-12,new,search,1
282,2025-12,new,tiktok_creator,2
283,2025-12,new,search,1
284,2025-12,familiar,tiktok_creator,1
285,2025-12,familiar,repeat_purchase,1
286,2025-12,new,search,2
287,2025-12,new,tiktok_creator,1
288,2025-12,familiar,repeat_purchase,1
289,2025-12,new,referral,2
290,2025-12,familiar,tiktok_creator,1
291,2025-12,familiar,tiktok_creator,3
292,2025-12,new,search,2
293,2025-12,new,tiktok_creator,1
294,2025-12,familiar,search,1
295,2025-12,familiar,search,1
296,2025-12,new,tiktok_creator,1
297,2025-12,new,search,1
298,2025-12,familiar,search,1
299,2025-12,familiar,repeat_purchase,1
300,2025-12,new,tiktok_creator,1
301,2025-12,new,tiktok_creator,1
302,2025-12,new,repeat_purchase,1
303,2025-12,new,tiktok_creator,1
304,2025-12,new,search,2
305,2025-12,familiar,repeat_purchase,3
306,2025-12,familiar,tiktok_creator,1
307,2025-12,new,tiktok_creator,1
308,2025-12,familiar,referral,1
309,2025-12,new,tiktok_creator,1
310,2025-12,familiar,search,1
311,2025-12,new,tiktok_creator,1
312,2025-12,familiar,repeat_purchase,1
313,2025-12,familiar,tiktok_creator,2
314,2025-12,new,tiktok_creator,2
315,2025-12,new,tiktok_creator,1
316,2025-12,new,search,2
317,2025-12,familiar,search,1
318,2025-12,new,tiktok_creator,1
319,2025-12,familiar,repeat_purchase,2
320,2025-12,familiar,search,1
321,2025-12,familiar,search,1
322,2025-12,new,repeat_purchase,1
323,2025-12,familiar,tiktok_creator,1
324,2025-12,new,tiktok_creator,1
325,2025-12,new,referral,1
326,2025-12,familiar,search,1
327,2025-12,familiar,tiktok_creator,3
328,2025-12,familiar,repeat_purchase,1
329,2025-12,new,repeat_purchase,1
330,2025-12,new,tiktok_creator,2
331,2025-12,familiar,repeat_purchase,2
332,2025-12,new,repeat_purchase,1
333,2025-12,familiar,tiktok_creator,3
334,2025-12,new,tiktok_creator,1
335,2025-12,new,tiktok_creator,1
336,2025-12,new,repeat_purchase,1
337,2025-12,familiar,search,1
338,2025-12,familiar,search,3
339,2025-12,new,tiktok_creator,1
340,2025-12,familiar,tiktok_creator,1
341,2025-12,familiar,repeat_purchase,3
342,2025-12,familiar,referral,1
343,2025-12,familiar,search,1
344,2025-12,new,tiktok_creator,1
345,2025-12,familiar,repeat_purchase,1
346,2025-12,familiar,search,1
347,2025-12,new,tiktok_creator,1
348,2025-12,familiar,referral,1
349,2025-12,new,tiktok_creator,1
350,2025-12,familiar,repeat_purchase,1
351,2025-12,familiar,tiktok_creator,1
352,2025-12,new,tiktok_creator,1
353,2025-12,familiar,tiktok_creator,1
354,2025-12,familiar,repeat_purchase,1
355,2025-12,new,tiktok_creator,1
356,2025-12,familiar,search,1
357,2025-12,new,tiktok_creator,2
358,2025-12,familiar,search,2
359,2025-12,familiar,search,1
360,2025-12,new,tiktok_creator,1
361,2025-12,new,referral,2
362,2025-12,familiar,repeat_purchase,1
363,2025-12,familiar,repeat_purchase,1
364,2025-12,new,tiktok_creator,1
365,2025-12,new,tiktok_creator,1
366,2025-12,new,tiktok_creator,2
367,2025-12,familiar,tiktok_creator,1
368,2025-12,new,search,2
369,2025-12,new,search,1
370,2025-12,new,repeat_purchase,1
371,2025-12,new,tiktok_creator,1
372,2025-12,familiar,repeat_purchase,1
373,2025-12,new,search,1
374,2025-12,familiar,referral,1
375,2025-12,familiar,tiktok_creator,1
376,2025-12,familiar,search,1
377,2025-12,familiar,repeat_purchase,3
378,2025-12,familiar,tiktok_creator,1
379,2025-12,familiar,search,1
380,2025-12,new,tiktok_creator,1
381,2025-12,new,search,2
382,2025-12,familiar,search,1
383,2025-12,familiar,repeat_purchase,1
384,2025-12,familiar,tiktok_creator,2
385,2025-12,new,tiktok_creator,1
386,2025-12,new,tiktok_creator,1
387,2025-12,new,search,1
388,2025-12,familiar,repeat_purchase,1
389,2025-12,new,referral,2
390,2025-12,familiar,repeat_purchase,1
391,2026-01,new,search,1
392,2026-01,familiar,search,2
393,2026-01,new,tiktok_creator,1
394,2026-01,new,search,1
395,2026-01,new,tiktok_creator,1
396,2026-01,familiar,search,3
397,2026-01,new,tiktok_creator,1
398,2026-01,new,referral,3
399,2026-01,familiar,tiktok_creator,1
400,2026-01,familiar,search,1
401,2026-01,familiar,search,2
402,2026-01,familiar,tiktok_creator,1
403,2026-01,familiar,search,1
404,2026-01,new,search,2
405,2026-01,familiar,search,1
406,2026-01,new,tiktok_creator,1
407,2026-01,familiar,tiktok_creator,1
408,2026-01,new,referral,1
409,2026-01,new,referral,1
410,2026-01,new,repeat_purchase,1
411,2026-01,new,tiktok_creator,1
412,2026-01,familiar,tiktok_creator,1
413,2026-01,new,tiktok_creator,1
414,2026-01,new,referral,1
415,2026-01,new,tiktok_creator,1
416,2026-01,new,tiktok_creator,1
417,2026-01,familiar,repeat_purchase,1
418,2026-01,new,tiktok_creator,1
419,2026-01,new,referral,2
420,2026-01,familiar,search,3
421,2026-01,new,tiktok_creator,1
422,2026-01,familiar,search,2
423,2026-01,new,repeat_purchase,1
424,2026-01,new,repeat_purchase,1
425,2026-01,new,tiktok_creator,1
426,2026-01,new,tiktok_creator,1
427,2026-01,familiar,search,1
428,2026-01,new,tiktok_creator,1
429,2026-01,familiar,repeat_purchase,1
430,2026-01,new,tiktok_creator,1
431,2026-01,new,tiktok_creator,1
432,2026-01,new,tiktok_creator,1
433,2026-01,new,tiktok_creator,1
434,2026-01,new,tiktok_creator,1
435,2026-01,familiar,search,2
436,2026-01,familiar,search,1
437,2026-01,new,repeat_purchase,1
438,2026-01,familiar,search,1
439,2026-01,new,search,1
440,2026-01,new,search,2
441,2026-01,new,tiktok_creator,1
442,2026-01,familiar,search,2
443,2026-01,new,tiktok_creator,1
444,2026-01,new,search,1
445,2026-01,new,repeat_purchase,3
446,2026-01,familiar,tiktok_creator,1
447,2026-01,familiar,search,1
448,2026-01,familiar,search,1
449,2026-01,familiar,referral,1
450,2026-01,new,tiktok_creator,1
451,2026-01,familiar,repeat_purchase,1
452,2026-01,new,referral,1
453,2026-01,new,tiktok_creator,1
454,2026-01,new,tiktok_creator,1
455,2026-01,familiar,tiktok_creator,1
456,2026-01,new,tiktok_creator,1
457,2026-01,new,tiktok_creator,1
458,2026-01,familiar,search,2
459,2026-01,familiar,tiktok_creator,1
460,2026-01,familiar,referral,1
461,2026-01,new,tiktok_creator,1
462,2026-01,familiar,repeat_purchase,1
463,2026-01,familiar,search,2
464,2026-01,new,repeat_purchase,2
465,2026-01,new,tiktok_creator,2
466,2026-01,new,tiktok_creator,2
467,2026-01,familiar,search,1
468,2026-01,new,repeat_purchase,1
469,2026-01,new,tiktok_creator,3
470,2026-01,new,referral,1
471,2026-01,familiar,repeat_purchase,2
472,2026-01,familiar,tiktok_creator,2
473,2026-01,new,tiktok_creator,2
474,2026-01,familiar,repeat_purchase,1
475,2026-01,new,tiktok_creator,1
476,2026-01,new,tiktok_creator,1
477,2026-01,familiar,search,2
478,2026-01,familiar,tiktok_creator,1
479,2026-01,new,repeat_purchase,1
480,2026-01,new,repeat_purchase,3
481,2026-01,new,tiktok_creator,1
482,2026-01,new,tiktok_creator,1
483,2026-01,familiar,search,1
484,2026-01,new,search,1
485,2026-01,familiar,repeat_purchase,1
486,2026-01,new,tiktok_creator,1
487,2026-01,familiar,search,2
488,2026-01,new,tiktok_creator,1
489,2026-01,familiar,referral,1
490,2026-01,new,search,1
491,2026-01,familiar,tiktok_creator,1
492,2026-01,new,tiktok_creator,1
493,2026-01,new,repeat_purchase,1
494,2026-01,new,tiktok_creator,1
495,2026-01,familiar,search,1
496,2026-01,new,repeat_purchase,1
497,2026-01,familiar,search,1
498,2026-01,familiar,referral,2
499,2026-01,new,tiktok_creator,2
500,2026-01,familiar,search,1
501,2026-01,familiar,repeat_purchase,1
502,2026-01,new,search,1
503,2026-01,familiar,search,1
504,2026-01,familiar,tiktok_creator,1
505,2026-01,familiar,repeat_purchase,2
506,2026-01,new,tiktok_creator,3
507,2026-01,new,tiktok_creator,1
508,2026-01,new,referral,2
509,2026-01,familiar,tiktok_creator,1
510,2026-01,new,tiktok_creator,1
511,2026-01,new,tiktok_creator,1
512,2026-01,familiar,tiktok_creator,1
513,2026-01,familiar,repeat_purchase,2
514,2026-01,new,referral,1
515,2026-01,new,tiktok_creator,1
516,2026-01,new,tiktok_creator,2
517,2026-01,new,tiktok_creator,1
518,2026-01,new,tiktok_creator,1
519,2026-01,new,search,2
520,2026-01,new,tiktok_creator,2
521,2026-01,familiar,referral,2
522,2026-01,familiar,repeat_purchase,1
523,2026-01,new,tiktok_creator,1
524,2026-01,new,tiktok_creator,1
525,2026-01,familiar,repeat_purchase,1
526,2026-01,new,search,2
527,2026-01,familiar,repeat_purchase,2
528,2026-01,new,tiktok_creator,1
529,2026-01,familiar,repeat_purchase,1
530,2026-01,familiar,search,1
531,2026-01,new,tiktok_creator,2
532,2026-01,new,referral,1
533,2026-01,new,tiktok_creator,2
534,2026-01,new,referral,1
535,2026-01,familiar,repeat_purchase,1
536,2026-01,new,repeat_purchase,1
537,2026-01,new,tiktok_creator,1
538,2026-01,familiar,repeat_purchase,1
539,2026-01,familiar,tiktok_creator,1
540,2026-01,familiar,repeat_purchase,1
541,2026-01,new,tiktok_creator,2
542,2026-01,new,tiktok_creator,1
543,2026-01,new,tiktok_creator,1
544,2026-01,new,tiktok_creator,2
545,2026-01,familiar,referral,3
546,2026-01,new,tiktok_creator,2
547,2026-01,new,search,2
548,2026-01,new,tiktok_creator,1
549,2026-01,new,tiktok_creator,1
550,2026-01,familiar,repeat_purchase,2
551,2026-01,new,tiktok_creator,1
552,2026-01,new,repeat_purchase,1
553,2026-01,new,referral,1
554,2026-01,new,tiktok_creator,1
555,2026-01,familiar,tiktok_creator,2
556,2026-01,familiar,repeat_purchase,1
557,2026-01,new,referral,1
558,2026-01,familiar,repeat_purchase,1
559,2026-01,familiar,repeat_purchase,1
560,2026-01,new,referral,1
561,2026-01,familiar,repeat_purchase,1
562,2026-01,new,tiktok_creator,1
563,2026-01,new,tiktok_creator,1
564,2026-01,new,search,2
565,2026-01,new,search,1
566,2026-01,new,tiktok_creator,2
567,2026-01,familiar,repeat_purchase,2
568,2026-01,familiar,search,1
569,2026-01,new,repeat_purchase,1
570,2026-01,new,referral,1
571,2026-01,familiar,search,3
572,2026-01,familiar,search,2
573,2026-01,new,tiktok_creator,1
574,2026-01,familiar,tiktok_creator,1
575,2026-01,familiar,search,1
576,2026-01,new,tiktok_creator,2
577,2026-01,new,tiktok_creator,2
578,2026-01,new,search,1
579,2026-01,familiar,repeat_purchase,2
580,2026-01,new,tiktok_creator,2
581,2026-01,new,tiktok_creator,1
582,2026-01,familiar,repeat_purchase,1
583,2026-01,familiar,search,1
584,2026-01,new,tiktok_creator,1
585,2026-01,familiar,repeat_purchase,1
586,2026-01,familiar,tiktok_creator,3
587,2026-01,familiar,repeat_purchase,1
588,2026-01,new,tiktok_creator,1
589,2026-01,new,tiktok_creator,3
590,2026-01,new,tiktok_creator,2
591,2026-01,familiar,repeat_purchase,1
592,2026-01,familiar,referral,1
593,2026-01,familiar,search,1
594,2026-01,new,tiktok_creator,2
595,2026-01,new,tiktok_creator,1
596,2026-01,familiar,search,1
597,2026-01,familiar,tiktok_creator,2
598,2026-01,new,tiktok_creator,1
599,2026-01,familiar,search,1
600,2026-01,new,tiktok_creator,1
601,2026-01,familiar,referral,1
602,2026-01,familiar,referral,1
603,2026-01,new,tiktok_creator,1
604,2026-01,new,tiktok_creator,1
605,2026-01,familiar,search,2
606,2026-01,new,search,1
607,2026-01,new,tiktok_creator,2
608,2026-01,new,tiktok_creator,1
609,2026-01,familiar,tiktok_creator,1
610,2026-01,new,repeat_purchase,1
611,2026-01,new,repeat_purchase,1
612,2026-01,new,tiktok_creator,1
613,2026-01,new,tiktok_creator,2
614,2026-01,familiar,tiktok_creator,1
615,2026-01,new,repeat_purchase,1
616,2026-01,familiar,search,1
617,2026-01,new,search,1
618,2026-01,familiar,search,2
619,2026-01,familiar,repeat_purchase,1
620,2026-01,new,tiktok_creator,1
621,2026-01,familiar,repeat_purchase,3
622,2026-01,new,tiktok_creator,2
623,2026-01,familiar,tiktok_creator,1
624,2026-01,familiar,search,1
625,2026-01,familiar,repeat_purchase,2
626,2026-01,familiar,search,1
627,2026-01,new,tiktok_creator,1
628,2026-01,familiar,search,1
629,2026-01,new,tiktok_creator,1
630,2026-01,new,referral,1
631,2026-01,new,search,1
632,2026-01,new,tiktok_creator,1
633,2026-01,familiar,search,1
634,2026-01,new,tiktok_creator,1
635,2026-01,familiar,tiktok_creator,1
636,2026-01,new,tiktok_creator,1
637,2026-01,familiar,repeat_purchase,1
638,2026-01,new,referral,1
639,2026-01,new,tiktok_creator,1
640,2026-01,familiar,search,3
641,2026-01,new,tiktok_creator,1
642,2026-01,new,tiktok_creator,1
643,2026-01,new,search,1
644,2026-01,new,tiktok_creator,1
645,2026-01,familiar,repeat_purchase,1
646,2026-01,new,tiktok_creator,1
647,2026-01,new,tiktok_creator,1
648,2026-01,new,tiktok_creator,1
649,2026-01,familiar,repeat_purchase,1
650,2026-01,familiar,tiktok_creator,2
651,2026-02,familiar,tiktok_creator,2
652,2026-02,familiar,repeat_purchase,3
653,2026-02,new,tiktok_creator,2
654,2026-02,new,tiktok_creator,1
655,2026-02,new,tiktok_creator,1
656,2026-02,new,tiktok_creator,2
657,2026-02,new,tiktok_creator,1
658,2026-02,familiar,repeat_purchase,1
659,2026-02,new,tiktok_creator,1
660,2026-02,familiar,repeat_purchase,1
661,2026-02,familiar,search,2
662,2026-02,new,tiktok_creator,2
663,2026-02,new,tiktok_creator,3
664,2026-02,new,tiktok_creator,1
665,2026-02,new,tiktok_creator,1
666,2026-02,familiar,search,1
667,2026-02,familiar,search,2
668,2026-02,new,repeat_purchase,1
669,2026-02,new,referral,1
670,2026-02,new,tiktok_creator,1
671,2026-02,new,tiktok_creator,1
672,2026-02,new,tiktok_creator,1
673,2026-02,new,tiktok_creator,1
674,2026-02,new,tiktok_creator,1
675,2026-02,new,tiktok_creator,1
676,2026-02,new,search,1
677,2026-02,new,tiktok_creator,1
678,2026-02,new,tiktok_creator,1
679,2026-02,new,search,2
680,2026-02,new,tiktok_creator,2
681,2026-02,new,search,1
682,2026-02,familiar,repeat_purchase,1
683,2026-02,new,tiktok_creator,1
684,2026-02,new,repeat_purchase,1
685,2026-02,new,search,1
686,2026-02,new,repeat_purchase,1
687,2026-02,new,tiktok_creator,2
688,2026-02,new,tiktok_creator,1
689,2026-02,new,referral,1
690,2026-02,familiar,search,1
691,2026-02,familiar,search,1
692,2026-02,familiar,search,1
693,2026-02,familiar,tiktok_creator,1
694,2026-02,new,tiktok_creator,1
695,2026-02,familiar,tiktok_creator,1
696,2026-02,new,tiktok_creator,1
697,2026-02,familiar,search,1
698,2026-02,familiar,search,1
699,2026-02,familiar,search,1
700,2026-02,new,tiktok_creator,1
701,2026-02,familiar,tiktok_creator,2
702,2026-02,familiar,referral,1
703,2026-02,familiar,repeat_purchase,1
704,2026-02,new,tiktok_creator,1
705,2026-02,new,tiktok_creator,1
706,2026-02,familiar,search,1
707,2026-02,new,tiktok_creator,1
708,2026-02,new,tiktok_creator,1
709,2026-02,new,tiktok_creator,1
710,2026-02,new,tiktok_creator,1
711,2026-02,new,search,3
712,2026-02,familiar,search,1
713,2026-02,new,search,2
714,2026-02,familiar,repeat_purchase,1
715,2026-02,familiar,repeat_purchase,1
716,2026-02,familiar,tiktok_creator,3
717,2026-02,familiar,tiktok_creator,1
718,2026-02,new,search,2
719,2026-02,new,search,1
720,2026-02,new,tiktok_creator,1
721,2026-02,new,tiktok_creator,1
722,2026-02,new,referral,1
723,2026-02,familiar,search,1
724,2026-02,new,tiktok_creator,1
725,2026-02,new,tiktok_creator,1
726,2026-02,new,tiktok_creator,2
727,2026-02,new,repeat_purchase,2
728,2026-02,familiar,repeat_purchase,1
729,2026-02,new,tiktok_creator,2
730,2026-02,new,tiktok_creator,2
731,2026-02,new,tiktok_creator,1
732,2026-02,new,tiktok_creator,2
733,2026-02,new,tiktok_creator,1
734,2026-02,familiar,tiktok_creator,2
735,2026-02,familiar,tiktok_creator,1
736,2026-02,new,tiktok_creator,1
737,2026-02,new,tiktok_creator,3
738,2026-02,new,referral,1
739,2026-02,familiar,tiktok_creator,1
740,2026-02,familiar,repeat_purchase,1
741,2026-02,new,tiktok_creator,1
742,2026-02,new,referral,1
743,2026-02,familiar,tiktok_creator,1
744,2026-02,familiar,search,1
745,2026-02,new,referral,1
746,2026-02,familiar,tiktok_creator,1
747,2026-02,new,tiktok_creator,1
748,2026-02,new,tiktok_creator,1
749,2026-02,new,tiktok_creator,1
750,2026-02,familiar,search,1
751,2026-02,new,search,1
752,2026-02,new,repeat_purchase,1
753,2026-02,familiar,repeat_purchase,1
754,2026-02,new,tiktok_creator,3
755,2026-02,new,tiktok_creator,1
756,2026-02,new,search,1
757,2026-02,familiar,repeat_purchase,1
758,2026-02,new,search,2
759,2026-02,familiar,tiktok_creator,1
760,2026-02,new,referral,1
761,2026-02,new,tiktok_creator,1
762,2026-02,familiar,tiktok_creator,1
763,2026-02,familiar,repeat_purchase,1
764,2026-02,new,repeat_purchase,1
765,2026-02,new,tiktok_creator,1
766,2026-02,new,tiktok_creator,1
767,2026-02,new,tiktok_creator,2
768,2026-02,familiar,search,1
769,2026-02,new,tiktok_creator,1
770,2026-02,new,tiktok_creator,2
771,2026-02,familiar,tiktok_creator,1
772,2026-02,new,tiktok_creator,1
773,2026-02,new,search,1
774,2026-02,familiar,tiktok_creator,1
